InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
558933,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,8,7/5/2011 10:39,2.95,16098.0,United Kingdom
579152,21987,PACK OF 6 SKULL PAPER CUPS,12,11/28/2011 13:26,0.65,12479.0,Germany
576339,22429,ENAMEL MEASURING JUG CREAM,1,11/14/2011 15:27,8.29,14096.0,United Kingdom
540454,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,24,1/7/2011 11:57,4.25,16191.0,United Kingdom
568526,21175,GIN + TONIC DIET METAL SIGN,12,9/27/2011 13:04,2.55,17656.0,United Kingdom
568701,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,9/28/2011 15:07,4.25,13924.0,United Kingdom
579470,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,11/29/2011 15:06,3.75,16549.0,United Kingdom
547729,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,6,3/25/2011 10:52,0.42,15529.0,United Kingdom
575512,21060,PARTY INVITES BALLOON GIRL,12,11/10/2011 10:36,0.85,14121.0,United Kingdom
539436,21901,"KEY FOB , BACK DOOR ",1,12/17/2010 14:49,1.66,,United Kingdom
550978,22697,GREEN REGENCY TEACUP AND SAUCER,6,4/21/2011 17:31,2.95,13983.0,United Kingdom
550351,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,4/18/2011 10:20,0.85,15491.0,United Kingdom
581166,23084,RABBIT NIGHT LIGHT,1,12/7/2011 14:43,2.08,15525.0,United Kingdom
576644,20713,JUMBO BAG OWLS,20,11/16/2011 10:01,4.13,,United Kingdom
553013,22280,POCKET BAG PINK PAISELY BROWN SPOT,1,5/12/2011 18:19,2.46,,United Kingdom
541258,21485,RETROSPOT HEART HOT WATER BOTTLE,1,1/16/2011 15:30,4.95,13634.0,United Kingdom
546731,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,3/16/2011 11:39,0.42,13089.0,United Kingdom
579414,22110,BIRD HOUSE HOT WATER BOTTLE,2,11/29/2011 12:52,2.55,14719.0,United Kingdom
553710,22659,LUNCH BOX I LOVE LONDON,3,5/18/2011 15:35,1.95,17338.0,United Kingdom
563589,20685,DOORMAT RED RETROSPOT,20,8/17/2011 19:40,8.0,17450.0,United Kingdom
554933,84988,SET OF 72 PINK HEART PAPER DOILIES,2,5/27/2011 13:26,1.45,13232.0,United Kingdom
565920,47566,PARTY BUNTING,4,9/8/2011 8:56,4.95,15298.0,United Kingdom
539452,22837,HOT WATER BOTTLE BABUSHKA ,10,12/17/2010 17:06,4.25,15856.0,United Kingdom
544341,21755,LOVE BUILDING BLOCK WORD,3,2/18/2011 9:43,5.95,13012.0,United Kingdom
580103,22384,LUNCH BAG PINK POLKADOT,10,12/1/2011 15:12,1.65,16242.0,United Kingdom
541265,22195,LARGE HEART MEASURING SPOONS,1,1/16/2011 16:23,1.65,17609.0,United Kingdom
565835,84725,FREESTYLE CANVAS ART PICTURE,1,9/7/2011 11:32,0.75,14452.0,United Kingdom
577025,21258,VICTORIAN SEWING BOX LARGE,1,11/17/2011 12:54,12.75,16161.0,United Kingdom
550212,48185,DOORMAT FAIRY CAKE,2,4/15/2011 10:41,14.13,,United Kingdom
567293,22624,IVORY KITCHEN SCALES,2,9/19/2011 12:01,8.5,12640.0,France
569332,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,10/3/2011 13:46,2.95,12637.0,France
573288,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,10/28/2011 14:42,0.39,14194.0,United Kingdom
580301,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,12/2/2011 14:11,0.55,15271.0,United Kingdom
537265,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,12/6/2010 11:26,1.45,15919.0,United Kingdom
564191,22561,WOODEN SCHOOL COLOURING SET,1,8/23/2011 16:16,1.65,17315.0,United Kingdom
573576,21935,SUKI  SHOULDER BAG,4,10/31/2011 14:09,1.63,14096.0,United Kingdom
547248,22962,JAM JAR WITH PINK LID,2,3/22/2011 9:23,1.63,,United Kingdom
580644,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,12/5/2011 13:10,3.29,16904.0,United Kingdom
538207,22443,GROW YOUR OWN HERBS SET OF 3,1,12/10/2010 11:33,7.95,12748.0,United Kingdom
576933,20992,JAZZ HEARTS PURSE NOTEBOOK,5,11/17/2011 11:29,0.39,15529.0,United Kingdom
548728,22707,WRAP MONSTER FUN ,25,4/4/2011 9:55,0.42,13198.0,United Kingdom
541421,84596G,SMALL CHOCOLATES PINK BOWL,4,1/17/2011 17:44,0.83,,United Kingdom
570467,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,10/10/2011 16:06,1.25,12607.0,USA
558637,21508,VINTAGE KID DOLLY CARD ,12,6/30/2011 20:08,0.42,17891.0,United Kingdom
566952,22219,LOVEBIRD HANGING DECORATION WHITE ,1,9/15/2011 16:37,1.63,,United Kingdom
570223,23209,LUNCH BAG VINTAGE DOILY ,1,10/9/2011 13:11,1.65,15787.0,United Kingdom
556479,20969,RED FLORAL FELTCRAFT SHOULDER BAG,3,6/12/2011 12:50,3.75,16983.0,United Kingdom
543015,21928,JUMBO BAG SCANDINAVIAN PAISLEY,20,2/2/2011 13:46,1.95,14188.0,United Kingdom
557015,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,6/16/2011 12:11,1.65,14735.0,United Kingdom
566193,37446,MINI CAKE STAND WITH HANGING CAKES,8,9/9/2011 13:37,1.45,14961.0,United Kingdom
546896,22982,PANTRY PASTRY BRUSH,1,3/17/2011 18:24,2.46,,United Kingdom
554124,22968,ROSE COTTAGE KEEPSAKE BOX ,2,5/23/2011 8:31,9.95,13339.0,United Kingdom
554097,20677,PINK POLKADOT BOWL,8,5/22/2011 13:01,1.25,12567.0,France
551134,22193,RED DINER WALL CLOCK,1,4/26/2011 13:02,8.5,16729.0,United Kingdom
C543773,21218,RED SPOTTY BISCUIT TIN,-1,2/11/2011 15:47,3.75,12410.0,Switzerland
545587,21868,POTTING SHED TEA MUG,2,3/4/2011 9:46,1.25,14796.0,United Kingdom
574466,22727,ALARM CLOCK BAKELIKE RED ,8,11/4/2011 11:53,3.75,18172.0,United Kingdom
552013,22090,PAPER BUNTING RETROSPOT,18,5/5/2011 17:34,2.95,12451.0,Switzerland
562420,22534,MAGIC DRAWING SLATE SPACEBOY ,3,8/4/2011 16:38,0.83,,United Kingdom
562145,23094,LE GRAND TRAY CHIC SET,2,8/3/2011 10:45,12.5,17656.0,United Kingdom
559934,21903,MAN FLU METAL SIGN,12,7/14/2011 9:58,2.1,13012.0,United Kingdom
577533,81952V,ROUND PURPLE CLOCK WITH SUCKER,3,11/20/2011 14:04,0.19,16877.0,United Kingdom
574445,21166,COOK WITH WINE METAL SIGN ,48,11/4/2011 11:41,1.85,15722.0,United Kingdom
538625,21429,RED GINGHAM ROSE JEWELLERY BOX,3,12/13/2010 12:50,1.65,14544.0,United Kingdom
551791,22522,CHILDS GARDEN FORK BLUE ,1,5/4/2011 11:26,0.85,13220.0,United Kingdom
577036,23418,LAVENDER TOILETTE BOTTLE,1,11/17/2011 13:21,2.08,17797.0,United Kingdom
570465,23203,JUMBO BAG VINTAGE DOILY ,1,10/10/2011 16:02,4.13,,United Kingdom
567211,22804,CANDLEHOLDER PINK HANGING HEART,2,9/19/2011 11:02,2.95,14159.0,United Kingdom
541592,21555,CERAMIC STRAWBERRY TRINKET TRAY,2,1/19/2011 15:08,2.46,,United Kingdom
537047,22737,RIBBON REEL CHRISTMAS PRESENT ,3,12/5/2010 11:02,1.65,13069.0,United Kingdom
577358,23083,SET 6 PAPER TABLE LANTERN STARS ,3,11/18/2011 15:59,7.46,,United Kingdom
580997,82567,"AIRLINE LOUNGE,METAL SIGN",3,12/6/2011 17:23,2.1,15023.0,United Kingdom
558096,23091,ZINC HERB GARDEN CONTAINER,2,6/26/2011 13:24,6.25,15532.0,United Kingdom
554812,22630,DOLLY GIRL LUNCH BOX,4,5/26/2011 13:21,1.95,15005.0,United Kingdom
557667,22727,ALARM CLOCK BAKELIKE RED ,24,6/22/2011 8:30,3.75,15606.0,United Kingdom
564724,85199S,SMALL HANGING IVORY/RED WOOD BIRD,4,8/28/2011 12:16,0.42,15555.0,United Kingdom
578790,23419,HOME SWEET HOME BOTTLE ,1,11/25/2011 12:20,2.08,14966.0,United Kingdom
560109,22161,HEART DECORATION RUSTIC HANGING ,24,7/15/2011 9:00,0.19,13491.0,United Kingdom
570444,21975,PACK OF 60 DINOSAUR CAKE CASES,6,10/10/2011 14:38,0.55,17284.0,United Kingdom
C575058,22423,REGENCY CAKESTAND 3 TIER,-1,11/8/2011 12:25,10.95,16013.0,United Kingdom
548610,21399,BLUE POLKADOT COFFEE MUG,6,4/1/2011 11:28,0.39,15860.0,United Kingdom
559465,23256,CHILDRENS CUTLERY SPACEBOY ,72,7/8/2011 13:26,3.75,14680.0,United Kingdom
573778,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,11/1/2011 10:56,3.75,18092.0,United Kingdom
551008,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,4/26/2011 9:50,4.96,,United Kingdom
571308,22138,BAKING SET 9 PIECE RETROSPOT ,3,10/17/2011 10:10,4.95,12475.0,Germany
575918,22423,REGENCY CAKESTAND 3 TIER,3,11/11/2011 16:58,12.75,17191.0,United Kingdom
578074,22423,REGENCY CAKESTAND 3 TIER,2,11/22/2011 16:06,12.75,17590.0,United Kingdom
548334,48184,DOORMAT ENGLISH ROSE ,2,3/30/2011 13:56,7.95,18108.0,United Kingdom
562347,23096,PETIT TRAY CHIC,1,8/4/2011 12:22,1.65,13263.0,United Kingdom
546951,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,3/18/2011 11:30,1.25,17673.0,United Kingdom
557864,21498,RED RETROSPOT WRAP ,25,6/23/2011 12:19,0.42,15253.0,United Kingdom
554514,23162,REGENCY TEA STRAINER,1,5/24/2011 15:58,7.46,,United Kingdom
573572,22776,SWEETHEART 3 TIER CAKE STAND ,3,10/31/2011 14:03,9.95,14527.0,United Kingdom
540551,85061W,WHITE JEWELLED HEART DECORATION,1,1/10/2011 9:43,1.66,,United Kingdom
538163,22629,SPACEBOY LUNCH BOX ,1,12/9/2010 17:27,1.95,17841.0,United Kingdom
563093,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,8/11/2011 17:28,3.29,,United Kingdom
546642,22626,BLACK KITCHEN SCALES,4,3/15/2011 13:13,8.5,12779.0,Poland
547044,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,3/20/2011 11:33,0.29,14071.0,United Kingdom
576618,23210,WHITE ROCKING HORSE HAND PAINTED,1,11/15/2011 17:00,2.46,,United Kingdom
542794,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2/1/2011 10:56,5.79,,United Kingdom
545474,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,3/3/2011 10:55,4.95,16709.0,United Kingdom
557502,21718,RED METAL BEACH SPADE ,1,6/20/2011 15:32,2.46,,United Kingdom
537376,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,12/6/2010 12:59,2.1,16722.0,United Kingdom
C566181,23252,VINTAGE RED ENAMEL TRIM JUG ,-2,9/9/2011 12:53,3.75,14243.0,United Kingdom
575070,22419,LIPSTICK PEN RED,3,11/8/2011 12:58,0.42,17841.0,United Kingdom
537081,22273,FELTCRAFT DOLL MOLLY,12,12/5/2010 12:00,2.95,15332.0,Lithuania
557287,22178,VICTORIAN GLASS HANGING T-LIGHT,24,6/19/2011 12:47,1.25,18109.0,United Kingdom
573264,23348,CHILDRENS TOY COOKING UTENSIL SET,2,10/28/2011 12:36,2.08,14415.0,United Kingdom
543631,72821,CUPID SCENTED CANDLE IN GLASS,3,2/10/2011 16:17,1.65,14081.0,United Kingdom
576189,85227,SET OF 6 3D KIT CARDS FOR KIDS,14,11/14/2011 11:33,0.85,14684.0,United Kingdom
546689,22077,6 RIBBONS RUSTIC CHARM,12,3/16/2011 10:24,1.65,16985.0,United Kingdom
565921,21484,CHICK GREY HOT WATER BOTTLE,8,9/8/2011 9:13,4.25,13889.0,United Kingdom
547801,20658,RED RETROSPOT LUGGAGE TAG,24,3/25/2011 12:57,1.25,14107.0,United Kingdom
540646,22211,WOOD STAMP SET FLOWERS,5,1/10/2011 14:32,1.66,,United Kingdom
539469,85099B,JUMBO BAG RED RETROSPOT,1,12/19/2010 13:59,1.95,17841.0,United Kingdom
538841,21988,PACK OF 6 SKULL PAPER PLATES,5,12/14/2010 13:11,0.85,16899.0,United Kingdom
576323,84519B,CARROT CHARLIE+LOLA COASTER SET,3,11/14/2011 15:10,1.25,16161.0,United Kingdom
558475,22204,MILK PAN BLUE POLKADOT,6,6/29/2011 15:58,3.29,,United Kingdom
572282,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,10/23/2011 11:39,2.95,17634.0,United Kingdom
565226,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,9/2/2011 8:50,0.83,16992.0,United Kingdom
573361,20727,LUNCH BAG  BLACK SKULL.,6,10/30/2011 12:53,1.65,14456.0,United Kingdom
553014,22585,PACK OF 6 BIRDY GIFT TAGS,5,5/12/2011 18:49,1.25,13451.0,United Kingdom
564896,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,8/31/2011 11:06,1.25,13726.0,United Kingdom
558766,23298,SPOTTY BUNTING,12,7/3/2011 13:24,4.95,14257.0,United Kingdom
572216,21993,FLORAL FOLK STATIONERY SET,1,10/21/2011 12:56,1.25,16015.0,United Kingdom
568346,22609,PENS ASSORTED SPACEBALL,5,9/26/2011 15:28,1.63,14096.0,United Kingdom
578344,22335,HEART DECORATION PAINTED ZINC ,2,11/24/2011 9:21,1.25,,United Kingdom
558042,22025,RING OF ROSES BIRTHDAY CARD,12,6/24/2011 13:26,0.42,13870.0,United Kingdom
579297,23237,SET OF 4 KNICK KNACK TINS LEAF,1,11/29/2011 11:23,8.29,,United Kingdom
552290,16052,TEATIME PUSH DOWN RUBBER,24,5/8/2011 13:32,0.42,16007.0,United Kingdom
536864,22094,RED RETROSPOT TISSUE BOX,1,12/3/2010 11:27,2.51,,United Kingdom
549275,22427,ENAMEL FLOWER JUG CREAM,2,4/7/2011 13:09,5.95,15916.0,United Kingdom
543989,22716,CARD CIRCUS PARADE,144,2/15/2011 9:52,0.36,12415.0,Australia
562602,84976,RECTANGULAR SHAPED MIRROR,12,8/8/2011 10:11,0.79,12865.0,Austria
556107,23199,JUMBO BAG APPLES,1,6/8/2011 17:09,2.08,17360.0,United Kingdom
575300,22549,PICTURE DOMINOES,24,11/9/2011 12:30,1.45,13804.0,United Kingdom
C579944,23462,ROCOCO WALL MIRROR WHITE,-1,12/1/2011 10:38,19.95,15021.0,United Kingdom
572035,22558,CLOTHES PEGS RETROSPOT PACK 24 ,96,10/20/2011 12:03,1.45,14646.0,Netherlands
576212,21484,CHICK GREY HOT WATER BOTTLE,1,11/14/2011 12:45,4.25,18082.0,United Kingdom
542536,21485,RETROSPOT HEART HOT WATER BOTTLE,1,1/28/2011 13:37,7.46,,United Kingdom
578703,20869,GOLD FABRIC MIRROR,4,11/25/2011 11:02,0.39,17385.0,United Kingdom
572329,23249,VINTAGE RED ENAMEL TRIM PLATE,12,10/24/2011 10:13,1.65,14019.0,United Kingdom
564552,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,8/25/2011 17:22,5.95,16670.0,United Kingdom
578515,22600,CHRISTMAS RETROSPOT STAR WOOD,2,11/24/2011 13:40,0.85,16885.0,United Kingdom
554917,21524,DOORMAT SPOTTY HOME SWEET HOME,2,5/27/2011 12:29,7.95,15104.0,United Kingdom
575342,23535,WALL ART BICYCLE SAFETY,4,11/9/2011 14:44,5.95,17528.0,United Kingdom
575170,22654,DELUXE SEWING KIT ,1,11/8/2011 17:42,5.95,17006.0,United Kingdom
565432,23358,HOT STUFF HOT WATER BOTTLE,1,9/4/2011 13:16,3.75,16241.0,United Kingdom
553680,22119,PEACE WOODEN BLOCK LETTERS,3,5/18/2011 13:11,6.95,13258.0,United Kingdom
546774,22295,HEART FILIGREE DOVE LARGE,2,3/16/2011 15:45,1.65,14505.0,United Kingdom
580517,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,12/4/2011 14:40,3.75,17173.0,United Kingdom
569263,23530,WALL ART ONLY ONE PERSON ,108,10/3/2011 11:37,3.58,18102.0,United Kingdom
536796,21354,TOAST ITS - BEST MUM,1,12/2/2010 15:46,1.25,15574.0,United Kingdom
580730,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,12/5/2011 17:28,1.63,,United Kingdom
538349,22158,3 HEARTS HANGING DECORATION RUSTIC,1,12/10/2010 14:59,5.91,,United Kingdom
560049,22928,YELLOW GIANT GARDEN THERMOMETER,2,7/14/2011 15:03,5.95,14857.0,United Kingdom
566561,23077,DOUGHNUT LIP GLOSS ,20,9/13/2011 12:13,1.25,18145.0,United Kingdom
556812,23251,VINTAGE RED ENAMEL TRIM MUG ,4,6/14/2011 17:25,2.46,,United Kingdom
555798,22333,RETROSPOT PARTY BAG + STICKER SET,96,6/7/2011 11:32,1.45,16422.0,United Kingdom
558481,22768,FAMILY PHOTO FRAME CORNICE,2,6/30/2011 9:02,9.95,17675.0,United Kingdom
548659,22985,WRAP BILLBOARD FONTS DESIGN,25,4/1/2011 14:19,0.42,13418.0,United Kingdom
562031,22671,FRENCH LAUNDRY SIGN BLUE METAL,3,8/1/2011 17:37,1.65,16984.0,United Kingdom
579516,23213,STAR WREATH DECORATION WITH BELL,3,11/29/2011 17:52,1.25,17841.0,United Kingdom
578746,23168,CLASSIC CAFE SUGAR DISPENSER,10,11/25/2011 11:36,3.29,,United Kingdom
574076,84661A,WHITE SQUARE TABLE CLOCK,1,11/2/2011 15:38,4.96,,United Kingdom
571219,22065,CHRISTMAS PUDDING TRINKET POT ,48,10/14/2011 13:35,0.39,15601.0,United Kingdom
560993,22570,FELTCRAFT CUSHION RABBIT,1,7/22/2011 13:32,3.75,,United Kingdom
544210,21136,PAINTED METAL PEARS ASSORTED,8,2/17/2011 11:01,1.69,14911.0,EIRE
570871,82482,WOODEN PICTURE FRAME WHITE FINISH,1,10/12/2011 16:36,5.79,,United Kingdom
556092,82580,BATHROOM METAL SIGN,2,6/8/2011 15:25,1.25,,United Kingdom
570126,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,10/7/2011 13:16,0.65,16910.0,United Kingdom
572472,22536,MAGIC DRAWING SLATE PURDEY,24,10/24/2011 13:34,0.42,14139.0,United Kingdom
542519,22630,DOLLY GIRL LUNCH BOX,12,1/28/2011 12:19,1.95,15159.0,United Kingdom
562517,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,8/5/2011 12:27,1.45,15719.0,United Kingdom
563954,22456,NATURAL SLATE CHALKBOARD LARGE ,18,8/22/2011 10:59,4.25,16652.0,United Kingdom
542373,22417,PACK OF 60 SPACEBOY CAKE CASES,24,1/27/2011 13:38,0.55,16767.0,United Kingdom
567062,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,9/16/2011 11:48,0.55,16108.0,United Kingdom
562276,21930,JUMBO STORAGE BAG SKULLS,10,8/4/2011 10:23,2.08,17735.0,United Kingdom
574063,22945,CHRISTMAS METAL TAGS ASSORTED ,18,11/2/2011 14:31,0.85,13271.0,United Kingdom
575176,22698,PINK REGENCY TEACUP AND SAUCER,2,11/8/2011 18:29,5.79,,United Kingdom
542389,22697,GREEN REGENCY TEACUP AND SAUCER,6,1/27/2011 14:46,2.95,12868.0,United Kingdom
567160,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,9/18/2011 10:35,3.25,14562.0,United Kingdom
568947,21803,CHRISTMAS TREE STAR DECORATION,36,9/29/2011 15:04,0.42,14696.0,United Kingdom
547900,22301,COFFEE MUG CAT + BIRD DESIGN,6,3/28/2011 11:51,2.55,13649.0,United Kingdom
575985,20961,STRAWBERRY BATH SPONGE ,1,11/13/2011 14:09,1.25,17841.0,United Kingdom
551851,21621,VINTAGE UNION JACK BUNTING,50,5/4/2011 14:43,7.5,17511.0,United Kingdom
574074,22379,RECYCLING BAG RETROSPOT ,1,11/2/2011 15:33,4.13,,United Kingdom
568868,22865,HAND WARMER OWL DESIGN,12,9/29/2011 12:00,2.1,12957.0,United Kingdom
577050,20724,RED RETROSPOT CHARLOTTE BAG,20,11/17/2011 13:59,0.85,14191.0,United Kingdom
565430,22637,PIGGY BANK RETROSPOT ,8,9/4/2011 13:07,2.55,14335.0,Germany
545568,21094,SET/6 RED SPOTTY PAPER PLATES,15,3/3/2011 16:22,0.83,,United Kingdom
580501,21098,CHRISTMAS TOILET ROLL,4,12/4/2011 13:00,1.25,14546.0,United Kingdom
541810,85114a,BLACK ENCHANTED FOREST PLACEMAT,4,1/21/2011 15:00,3.29,,United Kingdom
552232,21880,RED RETROSPOT TAPE,6,5/6/2011 15:54,0.42,,United Kingdom
578065,22750,FELTCRAFT PRINCESS LOLA DOLL,9,11/22/2011 15:41,7.46,,United Kingdom
559038,84692,BOX OF 24 COCKTAIL PARASOLS,3,7/5/2011 15:31,1.63,,United Kingdom
552262,21469,POLKA DOT RAFFIA FOOD COVER,6,5/8/2011 11:37,3.75,14911.0,EIRE
538518,22795,SWEETHEART RECIPE BOOK STAND,2,12/12/2010 16:14,6.75,14505.0,United Kingdom
558881,22378,WALL TIDY RETROSPOT ,10,7/4/2011 14:36,2.1,12705.0,Germany
557875,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,6/23/2011 13:09,0.65,13300.0,United Kingdom
568346,22703,PINK CAT BOWL,1,9/26/2011 15:28,1.63,14096.0,United Kingdom
572185,21212,PACK OF 72 RETROSPOT CAKE CASES,1,10/21/2011 10:52,2.08,,United Kingdom
579456,22984,CARD GINGHAM ROSE ,12,11/29/2011 14:20,0.42,13428.0,United Kingdom
569220,22065,CHRISTMAS PUDDING TRINKET POT ,6,10/2/2011 13:26,0.39,16007.0,United Kingdom
567901,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,9/22/2011 16:28,4.96,,United Kingdom
561889,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,7/31/2011 13:37,1.25,15804.0,United Kingdom
578347,22919,HERB MARKER MINT,2,11/24/2011 9:26,1.63,,United Kingdom
C570203,21530,DAIRY MAID TOASTRACK,-1,10/7/2011 16:49,0.79,15311.0,United Kingdom
569852,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,10/6/2011 14:17,1.25,13771.0,United Kingdom
558417,22489,PACK OF 12 TRADITIONAL CRAYONS,72,6/29/2011 10:50,0.42,14156.0,EIRE
546731,15056N,EDWARDIAN PARASOL NATURAL,6,3/16/2011 11:39,5.95,13089.0,United Kingdom
568567,22697,GREEN REGENCY TEACUP AND SAUCER,2,9/27/2011 18:41,5.79,,United Kingdom
562549,21990,MODERN FLORAL STATIONERY SET,2,8/5/2011 16:10,1.25,17092.0,United Kingdom
540526,21326,AGED GLASS SILVER T-LIGHT HOLDER,60,1/9/2011 13:41,0.65,14606.0,United Kingdom
561885,22167, OVAL WALL MIRROR DIAMANTE ,1,7/31/2011 13:13,9.95,15532.0,United Kingdom
567477,82581,TOILET METAL SIGN,6,9/20/2011 13:20,0.55,16327.0,United Kingdom
548496,22963,JAM JAR WITH GREEN LID,96,3/31/2011 13:40,0.72,12678.0,France
576555,23564,EGG CUP MILKMAID INGRID,12,11/15/2011 13:01,1.25,17861.0,United Kingdom
578289,22475,SKULL DESIGN TV DINNER TRAY,2,11/23/2011 14:07,4.95,17841.0,United Kingdom
568319,85099B,JUMBO BAG RED RETROSPOT,78,9/26/2011 13:35,2.08,17389.0,United Kingdom
578065,46776D,WOVEN SUNSET CUSHION COVER ,3,11/22/2011 15:41,4.13,,United Kingdom
554514,23206,LUNCH BAG APPLE DESIGN,1,5/24/2011 15:58,4.13,,United Kingdom
567670,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1,9/21/2011 15:32,0.83,,United Kingdom
572333,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,10/24/2011 10:23,0.55,13704.0,United Kingdom
580148,20713,JUMBO BAG OWLS,4,12/2/2011 10:08,4.13,,United Kingdom
573138,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,10/27/2011 17:22,3.75,15023.0,United Kingdom
546406,22654,DELUXE SEWING KIT ,1,3/11/2011 16:21,11.63,,United Kingdom
554039,22652,TRAVEL SEWING KIT,10,5/20/2011 14:27,1.65,15095.0,United Kingdom
569424,23202,JUMBO BAG VINTAGE LEAF,3,10/4/2011 10:49,2.08,15529.0,United Kingdom
578811,11001,ASSTD DESIGN RACING CAR PEN,16,11/25/2011 13:28,1.69,12438.0,Norway
573137,22309,TEA COSY RED  STRIPE,1,10/27/2011 17:15,4.96,,United Kingdom
537828,22163,HEART STRING MEMO HOLDER HANGING,6,12/8/2010 14:43,2.95,15680.0,United Kingdom
543000,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2/2/2011 12:17,12.46,,United Kingdom
556204,22212,FOUR HOOK  WHITE LOVEBIRDS,6,6/9/2011 13:16,2.1,17169.0,United Kingdom
575977,23106,ZINC HEARTS PLANT POT HOLDER,3,11/13/2011 13:27,2.89,17287.0,United Kingdom
565747,23356,LOVE HOT WATER BOTTLE,3,9/6/2011 12:38,5.95,14239.0,United Kingdom
C540006,22423,REGENCY CAKESTAND 3 TIER,-1,1/4/2011 10:48,12.75,14606.0,United Kingdom
554986,22469,HEART OF WICKER SMALL,4,5/29/2011 12:35,1.65,14451.0,United Kingdom
553718,82567,"AIRLINE LOUNGE,METAL SIGN",1,5/18/2011 16:14,1.63,,United Kingdom
571435,22818,CARD CHRISTMAS VILLAGE,12,10/17/2011 13:23,0.42,14211.0,United Kingdom
570236,23514,EMBROIDERED RIBBON REEL SALLY ,1,10/9/2011 14:45,2.08,,United Kingdom
564755,23171,REGENCY TEA PLATE GREEN ,1,8/30/2011 10:31,3.29,,United Kingdom
581439,22141,CHRISTMAS CRAFT TREE TOP ANGEL,4,12/8/2011 16:30,4.13,,United Kingdom
580729,22731,3D CHRISTMAS STAMPS STICKERS ,2,12/5/2011 17:24,2.46,,United Kingdom
568912,23270,SET OF 2 CERAMIC PAINTED HEARTS ,6,9/29/2011 13:45,1.45,17528.0,United Kingdom
579668,22573,STAR WOODEN CHRISTMAS DECORATION,12,11/30/2011 12:32,0.85,15152.0,United Kingdom
538069,22153,ANGEL DECORATION STARS ON DRESS,6,12/9/2010 14:08,0.42,16795.0,United Kingdom
567968,22745,POPPY'S PLAYHOUSE BEDROOM ,6,9/23/2011 9:44,2.1,12546.0,Spain
560232,20728,LUNCH BAG CARS BLUE,6,7/17/2011 11:08,1.65,14810.0,United Kingdom
548521,22423,REGENCY CAKESTAND 3 TIER,1,3/31/2011 16:41,12.75,17735.0,United Kingdom
542255,21352,EUCALYPTUS & PINECONE  WREATH,1,1/26/2011 16:43,5.79,,United Kingdom
545716,85114c,RED ENCHANTED FOREST PLACEMAT,6,3/7/2011 10:15,3.29,,United Kingdom
537334,85135B,BLUE DRAGONFLY HELICOPTER,1,12/6/2010 12:06,7.95,16719.0,United Kingdom
580720,22791,T-LIGHT GLASS FLUTED ANTIQUE,2,12/5/2011 16:55,1.25,14629.0,United Kingdom
546306,82580,BATHROOM METAL SIGN,1,3/10/2011 16:16,1.25,,United Kingdom
571717,21213,PACK OF 72 SKULL CAKE CASES,1,10/18/2011 17:10,0.55,14381.0,United Kingdom
581219,22791,T-LIGHT GLASS FLUTED ANTIQUE,9,12/8/2011 9:28,2.46,,United Kingdom
