InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Month,Revenue
568526,21175,GIN + TONIC DIET METAL SIGN,12,2011-09-27T13:04:00.000Z,2.55,17656.0,United Kingdom,2011,September,30.6
568701,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,2011-09-28T15:07:00.000Z,4.25,13924.0,United Kingdom,2011,September,17.0
579470,21745,GAOLERS KEYS DECORATIVE GARDEN,1,2011-11-29T15:06:00.000Z,3.75,16549.0,United Kingdom,2011,November,3.75
547729,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,6,2011-03-25T10:52:00.000Z,0.42,15529.0,United Kingdom,2011,March,2.52
575512,21060,PARTY INVITES BALLOON GIRL,12,2011-11-10T10:36:00.000Z,0.85,14121.0,United Kingdom,2011,November,10.2
550978,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-04-21T17:31:00.000Z,2.95,13983.0,United Kingdom,2011,April,17.7
550351,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-04-18T10:20:00.000Z,0.85,15491.0,United Kingdom,2011,April,10.2
581166,23084,RABBIT NIGHT LIGHT,1,2011-12-07T14:43:00.000Z,2.08,15525.0,United Kingdom,2011,December,2.08
541258,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-01-16T15:30:00.000Z,4.95,13634.0,United Kingdom,2011,January,4.95
546731,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-03-16T11:39:00.000Z,0.42,13089.0,United Kingdom,2011,March,10.08
579414,22110,BIRD HOUSE HOT WATER BOTTLE,2,2011-11-29T12:52:00.000Z,2.55,14719.0,United Kingdom,2011,November,5.1
553710,22659,LUNCH BOX I LOVE LONDON,3,2011-05-18T15:35:00.000Z,1.95,17338.0,United Kingdom,2011,May,5.85
563589,20685,DOORMAT RED RETROSPOT,20,2011-08-17T19:40:00.000Z,8.0,17450.0,United Kingdom,2011,August,160.0
554933,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-05-27T13:26:00.000Z,1.45,13232.0,United Kingdom,2011,May,2.9
565920,47566,PARTY BUNTING,4,2011-09-08T08:56:00.000Z,4.95,15298.0,United Kingdom,2011,September,19.8
539452,22837,HOT WATER BOTTLE BABUSHKA,10,2010-12-17T17:06:00.000Z,4.25,15856.0,United Kingdom,2010,December,42.5
544341,21755,LOVE BUILDING BLOCK WORD,3,2011-02-18T09:43:00.000Z,5.95,13012.0,United Kingdom,2011,February,17.85
580103,22384,LUNCH BAG PINK POLKADOT,10,2011-12-01T15:12:00.000Z,1.65,16242.0,United Kingdom,2011,December,16.5
541265,22195,LARGE HEART MEASURING SPOONS,1,2011-01-16T16:23:00.000Z,1.65,17609.0,United Kingdom,2011,January,1.65
565835,84725,FREESTYLE CANVAS ART PICTURE,1,2011-09-07T11:32:00.000Z,0.75,14452.0,United Kingdom,2011,September,0.75
577025,21258,VICTORIAN SEWING BOX LARGE,1,2011-11-17T12:54:00.000Z,12.75,16161.0,United Kingdom,2011,November,12.75
567293,22624,IVORY KITCHEN SCALES,2,2011-09-19T12:01:00.000Z,8.5,12640.0,France,2011,September,17.0
569332,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,2011-10-03T13:46:00.000Z,2.95,12637.0,France,2011,October,2.95
573288,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-10-28T14:42:00.000Z,0.39,14194.0,United Kingdom,2011,October,4.68
580301,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-12-02T14:11:00.000Z,0.55,15271.0,United Kingdom,2011,December,13.2
537265,21163,DO NOT TOUCH MY STUFF DOOR HANGER,1,2010-12-06T11:26:00.000Z,1.45,15919.0,United Kingdom,2010,December,1.45
564191,22561,WOODEN SCHOOL COLOURING SET,1,2011-08-23T16:16:00.000Z,1.65,17315.0,United Kingdom,2011,August,1.65
573576,21935,SUKI  SHOULDER BAG,4,2011-10-31T14:09:00.000Z,1.63,14096.0,United Kingdom,2011,October,6.52
580644,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,2011-12-05T13:10:00.000Z,3.29,16904.0,United Kingdom,2011,December,3.29
538207,22443,GROW YOUR OWN HERBS SET OF 3,1,2010-12-10T11:33:00.000Z,7.95,12748.0,United Kingdom,2010,December,7.95
576933,20992,JAZZ HEARTS PURSE NOTEBOOK,5,2011-11-17T11:29:00.000Z,0.39,15529.0,United Kingdom,2011,November,1.95
548728,22707,WRAP MONSTER FUN,25,2011-04-04T09:55:00.000Z,0.42,13198.0,United Kingdom,2011,April,10.5
570467,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-10-10T16:06:00.000Z,1.25,12607.0,USA,2011,October,15.0
558637,21508,VINTAGE KID DOLLY CARD,12,2011-06-30T20:08:00.000Z,0.42,17891.0,United Kingdom,2011,June,5.04
570223,23209,LUNCH BAG VINTAGE DOILY,1,2011-10-09T13:11:00.000Z,1.65,15787.0,United Kingdom,2011,October,1.65
556479,20969,RED FLORAL FELTCRAFT SHOULDER BAG,3,2011-06-12T12:50:00.000Z,3.75,16983.0,United Kingdom,2011,June,11.25
543015,21928,JUMBO BAG SCANDINAVIAN PAISLEY,20,2011-02-02T13:46:00.000Z,1.95,14188.0,United Kingdom,2011,February,39.0
557015,23300,GARDENERS KNEELING PAD CUP OF TEA,12,2011-06-16T12:11:00.000Z,1.65,14735.0,United Kingdom,2011,June,19.8
566193,37446,MINI CAKE STAND WITH HANGING CAKES,8,2011-09-09T13:37:00.000Z,1.45,14961.0,United Kingdom,2011,September,11.6
554124,22968,ROSE COTTAGE KEEPSAKE BOX,2,2011-05-23T08:31:00.000Z,9.95,13339.0,United Kingdom,2011,May,19.9
554097,20677,PINK POLKADOT BOWL,8,2011-05-22T13:01:00.000Z,1.25,12567.0,France,2011,May,10.0
551134,22193,RED DINER WALL CLOCK,1,2011-04-26T13:02:00.000Z,8.5,16729.0,United Kingdom,2011,April,8.5
C543773,21218,RED SPOTTY BISCUIT TIN,-1,2011-02-11T15:47:00.000Z,3.75,12410.0,Switzerland,2011,February,-3.75
545587,21868,POTTING SHED TEA MUG,2,2011-03-04T09:46:00.000Z,1.25,14796.0,United Kingdom,2011,March,2.5
574466,22727,ALARM CLOCK BAKELIKE RED,8,2011-11-04T11:53:00.000Z,3.75,18172.0,United Kingdom,2011,November,30.0
552013,22090,PAPER BUNTING RETROSPOT,18,2011-05-05T17:34:00.000Z,2.95,12451.0,Switzerland,2011,May,53.1
562145,23094,LE GRAND TRAY CHIC SET,2,2011-08-03T10:45:00.000Z,12.5,17656.0,United Kingdom,2011,August,25.0
559934,21903,MAN FLU METAL SIGN,12,2011-07-14T09:58:00.000Z,2.1,13012.0,United Kingdom,2011,July,25.2
577533,81952V,ROUND PURPLE CLOCK WITH SUCKER,3,2011-11-20T14:04:00.000Z,0.19,16877.0,United Kingdom,2011,November,0.57
574445,21166,COOK WITH WINE METAL SIGN,48,2011-11-04T11:41:00.000Z,1.85,15722.0,United Kingdom,2011,November,88.8
538625,21429,RED GINGHAM ROSE JEWELLERY BOX,3,2010-12-13T12:50:00.000Z,1.65,14544.0,United Kingdom,2010,December,4.95
551791,22522,CHILDS GARDEN FORK BLUE,1,2011-05-04T11:26:00.000Z,0.85,13220.0,United Kingdom,2011,May,0.85
577036,23418,LAVENDER TOILETTE BOTTLE,1,2011-11-17T13:21:00.000Z,2.08,17797.0,United Kingdom,2011,November,2.08
567211,22804,CANDLEHOLDER PINK HANGING HEART,2,2011-09-19T11:02:00.000Z,2.95,14159.0,United Kingdom,2011,September,5.9
537047,22737,RIBBON REEL CHRISTMAS PRESENT,3,2010-12-05T11:02:00.000Z,1.65,13069.0,United Kingdom,2010,December,4.95
580997,82567,"AIRLINE LOUNGE,METAL SIGN",3,2011-12-06T17:23:00.000Z,2.1,15023.0,United Kingdom,2011,December,6.3
558096,23091,ZINC HERB GARDEN CONTAINER,2,2011-06-26T13:24:00.000Z,6.25,15532.0,United Kingdom,2011,June,12.5
554812,22630,DOLLY GIRL LUNCH BOX,4,2011-05-26T13:21:00.000Z,1.95,15005.0,United Kingdom,2011,May,7.8
557667,22727,ALARM CLOCK BAKELIKE RED,24,2011-06-22T08:30:00.000Z,3.75,15606.0,United Kingdom,2011,June,90.0
564724,85199S,SMALL HANGING IVORY/RED WOOD BIRD,4,2011-08-28T12:16:00.000Z,0.42,15555.0,United Kingdom,2011,August,1.68
578790,23419,HOME SWEET HOME BOTTLE,1,2011-11-25T12:20:00.000Z,2.08,14966.0,United Kingdom,2011,November,2.08
560109,22161,HEART DECORATION RUSTIC HANGING,24,2011-07-15T09:00:00.000Z,0.19,13491.0,United Kingdom,2011,July,4.56
570444,21975,PACK OF 60 DINOSAUR CAKE CASES,6,2011-10-10T14:38:00.000Z,0.55,17284.0,United Kingdom,2011,October,3.3
C575058,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-08T12:25:00.000Z,10.95,16013.0,United Kingdom,2011,November,-10.95
548610,21399,BLUE POLKADOT COFFEE MUG,6,2011-04-01T11:28:00.000Z,0.39,15860.0,United Kingdom,2011,April,2.34
559465,23256,CHILDRENS CUTLERY SPACEBOY,72,2011-07-08T13:26:00.000Z,3.75,14680.0,United Kingdom,2011,July,270.0
573778,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2011-11-01T10:56:00.000Z,3.75,18092.0,United Kingdom,2011,November,180.0
571308,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-10-17T10:10:00.000Z,4.95,12475.0,Germany,2011,October,14.85
575918,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-11T16:58:00.000Z,12.75,17191.0,United Kingdom,2011,November,38.25
578074,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-22T16:06:00.000Z,12.75,17590.0,United Kingdom,2011,November,25.5
548334,48184,DOORMAT ENGLISH ROSE,2,2011-03-30T13:56:00.000Z,7.95,18108.0,United Kingdom,2011,March,15.9
562347,23096,PETIT TRAY CHIC,1,2011-08-04T12:22:00.000Z,1.65,13263.0,United Kingdom,2011,August,1.65
546951,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2011-03-18T11:30:00.000Z,1.25,17673.0,United Kingdom,2011,March,7.5
557864,21498,RED RETROSPOT WRAP,25,2011-06-23T12:19:00.000Z,0.42,15253.0,United Kingdom,2011,June,10.5
573572,22776,SWEETHEART 3 TIER CAKE STAND,3,2011-10-31T14:03:00.000Z,9.95,14527.0,United Kingdom,2011,October,29.85
538163,22629,SPACEBOY LUNCH BOX,1,2010-12-09T17:27:00.000Z,1.95,17841.0,United Kingdom,2010,December,1.95
546642,22626,BLACK KITCHEN SCALES,4,2011-03-15T13:13:00.000Z,8.5,12779.0,Poland,2011,March,34.0
547044,21984,PACK OF 12 PINK PAISLEY TISSUES,12,2011-03-20T11:33:00.000Z,0.29,14071.0,United Kingdom,2011,March,3.48
545474,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-03-03T10:55:00.000Z,4.95,16709.0,United Kingdom,2011,March,14.85
537376,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2010-12-06T12:59:00.000Z,2.1,16722.0,United Kingdom,2010,December,25.2
C566181,23252,VINTAGE RED ENAMEL TRIM JUG,-2,2011-09-09T12:53:00.000Z,3.75,14243.0,United Kingdom,2011,September,-7.5
575070,22419,LIPSTICK PEN RED,3,2011-11-08T12:58:00.000Z,0.42,17841.0,United Kingdom,2011,November,1.26
537081,22273,FELTCRAFT DOLL MOLLY,12,2010-12-05T12:00:00.000Z,2.95,15332.0,Lithuania,2010,December,35.4
557287,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-06-19T12:47:00.000Z,1.25,18109.0,United Kingdom,2011,June,30.0
573264,23348,CHILDRENS TOY COOKING UTENSIL SET,2,2011-10-28T12:36:00.000Z,2.08,14415.0,United Kingdom,2011,October,4.16
543631,72821,CUPID SCENTED CANDLE IN GLASS,3,2011-02-10T16:17:00.000Z,1.65,14081.0,United Kingdom,2011,February,4.95
576189,85227,SET OF 6 3D KIT CARDS FOR KIDS,14,2011-11-14T11:33:00.000Z,0.85,14684.0,United Kingdom,2011,November,11.9
546689,22077,6 RIBBONS RUSTIC CHARM,12,2011-03-16T10:24:00.000Z,1.65,16985.0,United Kingdom,2011,March,19.8
565921,21484,CHICK GREY HOT WATER BOTTLE,8,2011-09-08T09:13:00.000Z,4.25,13889.0,United Kingdom,2011,September,34.0
547801,20658,RED RETROSPOT LUGGAGE TAG,24,2011-03-25T12:57:00.000Z,1.25,14107.0,United Kingdom,2011,March,30.0
539469,85099B,JUMBO BAG RED RETROSPOT,1,2010-12-19T13:59:00.000Z,1.95,17841.0,United Kingdom,2010,December,1.95
538841,21988,PACK OF 6 SKULL PAPER PLATES,5,2010-12-14T13:11:00.000Z,0.85,16899.0,United Kingdom,2010,December,4.25
576323,84519B,CARROT CHARLIE+LOLA COASTER SET,3,2011-11-14T15:10:00.000Z,1.25,16161.0,United Kingdom,2011,November,3.75
572282,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-10-23T11:39:00.000Z,2.95,17634.0,United Kingdom,2011,October,5.9
565226,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-02T08:50:00.000Z,0.83,16992.0,United Kingdom,2011,September,6.64
573361,20727,LUNCH BAG  BLACK SKULL.,6,2011-10-30T12:53:00.000Z,1.65,14456.0,United Kingdom,2011,October,9.9
553014,22585,PACK OF 6 BIRDY GIFT TAGS,5,2011-05-12T18:49:00.000Z,1.25,13451.0,United Kingdom,2011,May,6.25
564896,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-08-31T11:06:00.000Z,1.25,13726.0,United Kingdom,2011,August,15.0
558766,23298,SPOTTY BUNTING,12,2011-07-03T13:24:00.000Z,4.95,14257.0,United Kingdom,2011,July,59.4
572216,21993,FLORAL FOLK STATIONERY SET,1,2011-10-21T12:56:00.000Z,1.25,16015.0,United Kingdom,2011,October,1.25
568346,22609,PENS ASSORTED SPACEBALL,5,2011-09-26T15:28:00.000Z,1.63,14096.0,United Kingdom,2011,September,8.15
558042,22025,RING OF ROSES BIRTHDAY CARD,12,2011-06-24T13:26:00.000Z,0.42,13870.0,United Kingdom,2011,June,5.04
552290,16052,TEATIME PUSH DOWN RUBBER,24,2011-05-08T13:32:00.000Z,0.42,16007.0,United Kingdom,2011,May,10.08
549275,22427,ENAMEL FLOWER JUG CREAM,2,2011-04-07T13:09:00.000Z,5.95,15916.0,United Kingdom,2011,April,11.9
543989,22716,CARD CIRCUS PARADE,144,2011-02-15T09:52:00.000Z,0.36,12415.0,Australia,2011,February,51.84
562602,84976,RECTANGULAR SHAPED MIRROR,12,2011-08-08T10:11:00.000Z,0.79,12865.0,Austria,2011,August,9.48
556107,23199,JUMBO BAG APPLES,1,2011-06-08T17:09:00.000Z,2.08,17360.0,United Kingdom,2011,June,2.08
575300,22549,PICTURE DOMINOES,24,2011-11-09T12:30:00.000Z,1.45,13804.0,United Kingdom,2011,November,34.8
C579944,23462,ROCOCO WALL MIRROR WHITE,-1,2011-12-01T10:38:00.000Z,19.95,15021.0,United Kingdom,2011,December,-19.95
572035,22558,CLOTHES PEGS RETROSPOT PACK 24,96,2011-10-20T12:03:00.000Z,1.45,14646.0,Netherlands,2011,October,139.2
576212,21484,CHICK GREY HOT WATER BOTTLE,1,2011-11-14T12:45:00.000Z,4.25,18082.0,United Kingdom,2011,November,4.25
578703,20869,GOLD FABRIC MIRROR,4,2011-11-25T11:02:00.000Z,0.39,17385.0,United Kingdom,2011,November,1.56
572329,23249,VINTAGE RED ENAMEL TRIM PLATE,12,2011-10-24T10:13:00.000Z,1.65,14019.0,United Kingdom,2011,October,19.8
564552,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-08-25T17:22:00.000Z,5.95,16670.0,United Kingdom,2011,August,17.85
578515,22600,CHRISTMAS RETROSPOT STAR WOOD,2,2011-11-24T13:40:00.000Z,0.85,16885.0,United Kingdom,2011,November,1.7
554917,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-05-27T12:29:00.000Z,7.95,15104.0,United Kingdom,2011,May,15.9
575342,23535,WALL ART BICYCLE SAFETY,4,2011-11-09T14:44:00.000Z,5.95,17528.0,United Kingdom,2011,November,23.8
575170,22654,DELUXE SEWING KIT,1,2011-11-08T17:42:00.000Z,5.95,17006.0,United Kingdom,2011,November,5.95
565432,23358,HOT STUFF HOT WATER BOTTLE,1,2011-09-04T13:16:00.000Z,3.75,16241.0,United Kingdom,2011,September,3.75
553680,22119,PEACE WOODEN BLOCK LETTERS,3,2011-05-18T13:11:00.000Z,6.95,13258.0,United Kingdom,2011,May,20.85
546774,22295,HEART FILIGREE DOVE LARGE,2,2011-03-16T15:45:00.000Z,1.65,14505.0,United Kingdom,2011,March,3.3
580517,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2011-12-04T14:40:00.000Z,3.75,17173.0,United Kingdom,2011,December,45.0
569263,23530,WALL ART ONLY ONE PERSON,108,2011-10-03T11:37:00.000Z,3.58,18102.0,United Kingdom,2011,October,386.64
536796,21354,TOAST ITS - BEST MUM,1,2010-12-02T15:46:00.000Z,1.25,15574.0,United Kingdom,2010,December,1.25
560049,22928,YELLOW GIANT GARDEN THERMOMETER,2,2011-07-14T15:03:00.000Z,5.95,14857.0,United Kingdom,2011,July,11.9
566561,23077,DOUGHNUT LIP GLOSS,20,2011-09-13T12:13:00.000Z,1.25,18145.0,United Kingdom,2011,September,25.0
555798,22333,RETROSPOT PARTY BAG + STICKER SET,96,2011-06-07T11:32:00.000Z,1.45,16422.0,United Kingdom,2011,June,139.2
558481,22768,FAMILY PHOTO FRAME CORNICE,2,2011-06-30T09:02:00.000Z,9.95,17675.0,United Kingdom,2011,June,19.9
548659,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-04-01T14:19:00.000Z,0.42,13418.0,United Kingdom,2011,April,10.5
562031,22671,FRENCH LAUNDRY SIGN BLUE METAL,3,2011-08-01T17:37:00.000Z,1.65,16984.0,United Kingdom,2011,August,4.95
579516,23213,STAR WREATH DECORATION WITH BELL,3,2011-11-29T17:52:00.000Z,1.25,17841.0,United Kingdom,2011,November,3.75
571219,22065,CHRISTMAS PUDDING TRINKET POT,48,2011-10-14T13:35:00.000Z,0.39,15601.0,United Kingdom,2011,October,18.72
544210,21136,PAINTED METAL PEARS ASSORTED,8,2011-02-17T11:01:00.000Z,1.69,14911.0,EIRE,2011,February,13.52
570126,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-10-07T13:16:00.000Z,0.65,16910.0,United Kingdom,2011,October,0.65
572472,22536,MAGIC DRAWING SLATE PURDEY,24,2011-10-24T13:34:00.000Z,0.42,14139.0,United Kingdom,2011,October,10.08
542519,22630,DOLLY GIRL LUNCH BOX,12,2011-01-28T12:19:00.000Z,1.95,15159.0,United Kingdom,2011,January,23.4
562517,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,2011-08-05T12:27:00.000Z,1.45,15719.0,United Kingdom,2011,August,1.45
563954,22456,NATURAL SLATE CHALKBOARD LARGE,18,2011-08-22T10:59:00.000Z,4.25,16652.0,United Kingdom,2011,August,76.5
542373,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-01-27T13:38:00.000Z,0.55,16767.0,United Kingdom,2011,January,13.2
567062,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,2011-09-16T11:48:00.000Z,0.55,16108.0,United Kingdom,2011,September,13.2
562276,21930,JUMBO STORAGE BAG SKULLS,10,2011-08-04T10:23:00.000Z,2.08,17735.0,United Kingdom,2011,August,20.8
574063,22945,CHRISTMAS METAL TAGS ASSORTED,18,2011-11-02T14:31:00.000Z,0.85,13271.0,United Kingdom,2011,November,15.3
542389,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-01-27T14:46:00.000Z,2.95,12868.0,United Kingdom,2011,January,17.7
567160,21035,SET/2 RED RETROSPOT TEA TOWELS,2,2011-09-18T10:35:00.000Z,3.25,14562.0,United Kingdom,2011,September,6.5
568947,21803,CHRISTMAS TREE STAR DECORATION,36,2011-09-29T15:04:00.000Z,0.42,14696.0,United Kingdom,2011,September,15.12
547900,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-03-28T11:51:00.000Z,2.55,13649.0,United Kingdom,2011,March,15.3
575985,20961,STRAWBERRY BATH SPONGE,1,2011-11-13T14:09:00.000Z,1.25,17841.0,United Kingdom,2011,November,1.25
551851,21621,VINTAGE UNION JACK BUNTING,50,2011-05-04T14:43:00.000Z,7.5,17511.0,United Kingdom,2011,May,375.0
568868,22865,HAND WARMER OWL DESIGN,12,2011-09-29T12:00:00.000Z,2.1,12957.0,United Kingdom,2011,September,25.2
577050,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-11-17T13:59:00.000Z,0.85,14191.0,United Kingdom,2011,November,17.0
565430,22637,PIGGY BANK RETROSPOT,8,2011-09-04T13:07:00.000Z,2.55,14335.0,Germany,2011,September,20.4
580501,21098,CHRISTMAS TOILET ROLL,4,2011-12-04T13:00:00.000Z,1.25,14546.0,United Kingdom,2011,December,5.0
552262,21469,POLKA DOT RAFFIA FOOD COVER,6,2011-05-08T11:37:00.000Z,3.75,14911.0,EIRE,2011,May,22.5
538518,22795,SWEETHEART RECIPE BOOK STAND,2,2010-12-12T16:14:00.000Z,6.75,14505.0,United Kingdom,2010,December,13.5
558881,22378,WALL TIDY RETROSPOT,10,2011-07-04T14:36:00.000Z,2.1,12705.0,Germany,2011,July,21.0
557875,84212,"\"ASSORTED FLOWER COLOUR \"\"LEIS\"\"\"",24,2011-06-23T13:09:00.000Z,0.65,13300.0,United Kingdom,2011,June,15.6
568346,22703,PINK CAT BOWL,1,2011-09-26T15:28:00.000Z,1.63,14096.0,United Kingdom,2011,September,1.63
579456,22984,CARD GINGHAM ROSE,12,2011-11-29T14:20:00.000Z,0.42,13428.0,United Kingdom,2011,November,5.04
569220,22065,CHRISTMAS PUDDING TRINKET POT,6,2011-10-02T13:26:00.000Z,0.39,16007.0,United Kingdom,2011,October,2.34
561889,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2011-07-31T13:37:00.000Z,1.25,15804.0,United Kingdom,2011,July,15.0
C570203,21530,DAIRY MAID TOASTRACK,-1,2011-10-07T16:49:00.000Z,0.79,15311.0,United Kingdom,2011,October,-0.79
569852,21791,VINTAGE HEADS AND TAILS CARD GAME,12,2011-10-06T14:17:00.000Z,1.25,13771.0,United Kingdom,2011,October,15.0
558417,22489,PACK OF 12 TRADITIONAL CRAYONS,72,2011-06-29T10:50:00.000Z,0.42,14156.0,EIRE,2011,June,30.24
546731,15056N,EDWARDIAN PARASOL NATURAL,6,2011-03-16T11:39:00.000Z,5.95,13089.0,United Kingdom,2011,March,35.7
562549,21990,MODERN FLORAL STATIONERY SET,2,2011-08-05T16:10:00.000Z,1.25,17092.0,United Kingdom,2011,August,2.5
540526,21326,AGED GLASS SILVER T-LIGHT HOLDER,60,2011-01-09T13:41:00.000Z,0.65,14606.0,United Kingdom,2011,January,39.0
561885,22167,OVAL WALL MIRROR DIAMANTE,1,2011-07-31T13:13:00.000Z,9.95,15532.0,United Kingdom,2011,July,9.95
567477,82581,TOILET METAL SIGN,6,2011-09-20T13:20:00.000Z,0.55,16327.0,United Kingdom,2011,September,3.3
548496,22963,JAM JAR WITH GREEN LID,96,2011-03-31T13:40:00.000Z,0.72,12678.0,France,2011,March,69.12
576555,23564,EGG CUP MILKMAID INGRID,12,2011-11-15T13:01:00.000Z,1.25,17861.0,United Kingdom,2011,November,15.0
578289,22475,SKULL DESIGN TV DINNER TRAY,2,2011-11-23T14:07:00.000Z,4.95,17841.0,United Kingdom,2011,November,9.9
568319,85099B,JUMBO BAG RED RETROSPOT,78,2011-09-26T13:35:00.000Z,2.08,17389.0,United Kingdom,2011,September,162.24
572333,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-10-24T10:23:00.000Z,0.55,13704.0,United Kingdom,2011,October,13.2
573138,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,2011-10-27T17:22:00.000Z,3.75,15023.0,United Kingdom,2011,October,7.5
554039,22652,TRAVEL SEWING KIT,10,2011-05-20T14:27:00.000Z,1.65,15095.0,United Kingdom,2011,May,16.5
569424,23202,JUMBO BAG VINTAGE LEAF,3,2011-10-04T10:49:00.000Z,2.08,15529.0,United Kingdom,2011,October,6.24
578811,11001,ASSTD DESIGN RACING CAR PEN,16,2011-11-25T13:28:00.000Z,1.69,12438.0,Norway,2011,November,27.04
537828,22163,HEART STRING MEMO HOLDER HANGING,6,2010-12-08T14:43:00.000Z,2.95,15680.0,United Kingdom,2010,December,17.7
556204,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-06-09T13:16:00.000Z,2.1,17169.0,United Kingdom,2011,June,12.6
575977,23106,ZINC HEARTS PLANT POT HOLDER,3,2011-11-13T13:27:00.000Z,2.89,17287.0,United Kingdom,2011,November,8.67
565747,23356,LOVE HOT WATER BOTTLE,3,2011-09-06T12:38:00.000Z,5.95,14239.0,United Kingdom,2011,September,17.85
C540006,22423,REGENCY CAKESTAND 3 TIER,-1,2011-01-04T10:48:00.000Z,12.75,14606.0,United Kingdom,2011,January,-12.75
554986,22469,HEART OF WICKER SMALL,4,2011-05-29T12:35:00.000Z,1.65,14451.0,United Kingdom,2011,May,6.6
571435,22818,CARD CHRISTMAS VILLAGE,12,2011-10-17T13:23:00.000Z,0.42,14211.0,United Kingdom,2011,October,5.04
568912,23270,SET OF 2 CERAMIC PAINTED HEARTS,6,2011-09-29T13:45:00.000Z,1.45,17528.0,United Kingdom,2011,September,8.7
579668,22573,STAR WOODEN CHRISTMAS DECORATION,12,2011-11-30T12:32:00.000Z,0.85,15152.0,United Kingdom,2011,November,10.2
538069,22153,ANGEL DECORATION STARS ON DRESS,6,2010-12-09T14:08:00.000Z,0.42,16795.0,United Kingdom,2010,December,2.52
567968,22745,POPPY'S PLAYHOUSE BEDROOM,6,2011-09-23T09:44:00.000Z,2.1,12546.0,Spain,2011,September,12.6
560232,20728,LUNCH BAG CARS BLUE,6,2011-07-17T11:08:00.000Z,1.65,14810.0,United Kingdom,2011,July,9.9
548521,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-31T16:41:00.000Z,12.75,17735.0,United Kingdom,2011,March,12.75
537334,85135B,BLUE DRAGONFLY HELICOPTER,1,2010-12-06T12:06:00.000Z,7.95,16719.0,United Kingdom,2010,December,7.95
580720,22791,T-LIGHT GLASS FLUTED ANTIQUE,2,2011-12-05T16:55:00.000Z,1.25,14629.0,United Kingdom,2011,December,2.5
571717,21213,PACK OF 72 SKULL CAKE CASES,1,2011-10-18T17:10:00.000Z,0.55,14381.0,United Kingdom,2011,October,0.55
537335,35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,2010-12-06T12:15:00.000Z,1.25,15048.0,United Kingdom,2010,December,1.25
557442,22634,CHILDS BREAKFAST SET SPACEBOY,1,2011-06-20T12:53:00.000Z,9.95,14808.0,United Kingdom,2011,June,9.95
550621,21868,POTTING SHED TEA MUG,1,2011-04-19T13:41:00.000Z,1.25,13263.0,United Kingdom,2011,April,1.25
580632,21819,GLITTER CHRISTMAS STAR,3,2011-12-05T12:16:00.000Z,0.39,16360.0,United Kingdom,2011,December,1.17
568162,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,2011-09-25T12:32:00.000Z,3.95,14194.0,United Kingdom,2011,September,31.6
543540,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-02-09T14:44:00.000Z,4.95,17412.0,United Kingdom,2011,February,19.8
